Holzturm im Seepark - Freiburg;48.011261;7.820263
Waser Piramid ;48.007698;7.823779
Jaeger Brunnen;47.971354;7.852956
Tramtower Skulptur;48.001141;7.786997
Rail man;48.014754;7.845807
Erhaltenswertes Grabmal;48.007897;7.845242
Schnürsenkel;47.989991;7.841731
Weltkugel;47.998473;7.858336
Lalli-Brunnen;48.00768;7.863428
Brunnen am Erlenweg;47.992767;7.831345
Man and Duck ;48.005403;7.853027
Rumpelhausen;47.99389;7.8362
Grünhof;47.99413;7.839893
Menschenkreuz;47.982328;7.888611
Trotte St. Schorsch ;47.979809;7.794673
Zur Ehre Gottes;47.980874;7.883157
Spiderweb House;47.997023;7.819184
Tree of Life;48.009884;7.839064
Namenlose Dame;48.010234;7.839715
Bhf. St. Georgen;47.97569;7.802795
Mund 👄 Zu;48.002624;7.859799
Internet Explorer;48.008267;7.871881
Waldorf Brunnen;47.974087;7.801215
Baumhaus;48.011071;7.841748
Jesu Kreuz Andreas;47.979105;7.808623
Königliches Entree;47.994386;7.850206
Mais Man;48.01348;7.83927
Eingangswächter Löwen OBV;48.025702;7.847411
;48.00467;7.860334
Engel Nero  ;48.010734;7.840106
Skulpurenkreis;47.97472;7.801884
Ev. Ludwigskirche Freiburg-Herdern;48.002167;7.85906
Grabmal des steinernen Baums;48.010321;7.839993
Deutsche BANK ;47.99049;7.848384
Zähringer Kreuz;47.984834;7.848152
Mundenhof Jurte;48.016146;7.777756
Riesenerdbeere;48.021758;7.839802
Captured Sphaere;48.010312;7.841415
Stephanusbrunnen ;47.981106;7.881348
Ritter Martin Malterer ;48.098924;7.957468
Fat Statue ;48.004365;7.857326
Sägemännchen;47.978626;7.886146
DAV Kletterhalle ;47.981102;7.818523
Drehdingens;47.996445;7.817514
Stone Samples ;47.982908;7.805195
Plätscherbrunnenportal;47.984565;7.840844
Freibourg;48.000311;7.858467
Deicheleweiher oder St. Valentin;47.980148;7.856391
Waldhaus Freiburg;47.972812;7.841885
Tierversammlung für die Hauptstrasse;48.007816;7.85962
Soldiers Sculpture;48.00578;7.850555
Blindenheim ;48.007066;7.857566
;47.970138;7.83941
Sandbrunnen;48.014085;7.816545
Betzenhausener Wappen;48.011429;7.809341
Gedenkbrunnen;48.017047;7.801359
Best Beer in Town;47.979226;7.819406
Nepomuk;47.977177;7.798019
Kreuz;47.993387;7.799036
Red Street Art;47.994962;7.811718
freiburg: griffin;47.993335;7.857466
Gedenkstein;47.97071;7.852224
Kleiner Brunnen am Müller;48.006462;7.846358
Echsenbrunnen;47.989558;7.857401
Dreisam Badehose;47.992294;7.837317
Kletterwald;47.997243;7.780742
Gundelfingen Bell Tower ;48.038423;7.868675
Evangelische Kirche Günterstal ;47.96594;7.85695
Stadthalle Freiburg;47.986879;7.872724
Wegstein Eselsbackenweg;47.980813;7.85814
Steineule;47.983131;7.887281
Weißer Drache;48.011294;7.810672
Monument aux morts, Freibourg;48.009245;7.841794
Herdern Bahnhof;48.008491;7.851207
Madeira-Frösche;48.023464;7.853875
Kampf der Liebenden;48.006636;7.844233
Kreuz Ebnet 2;47.98599;7.907836
Segelschiff;47.987812;7.87544
100 Jahre Gedenkstein Turnverein Waldkirch;48.089493;7.957989
Stiftkreuz;47.97829;7.803785
Dreisamhalle Ebnet;47.984577;7.903754
Jesus Sculpture In The Park;48.006733;7.858776
Kirche St.  Georgen;47.981392;7.79354
Copper cross;47.965494;7.83352
Der Millenium;48.022625;7.827239
Bunte Kinder;48.01607;7.803992
St. Anna Kapelle;47.984776;7.911986
Agentur für Arbeit;48.002941;7.831666
Wetzstein 1973;48.095416;7.961398
Wegweiser Jägermattenweg;47.981035;7.863434
Münsterspitze Günterstal;47.962088;7.861815
Röhrenkunst;48.064353;7.879577
Jesus wacht über den Wein;47.972622;7.805551
Maria und der Drache;47.987634;7.863947
Kunstraum Heiliggeiststrasse;48.00447;7.842485
Bunte Wasserrutsche ;47.993238;7.813152
Spielplatz am Heimatweg;48.070754;7.902768
Big Table;47.979914;7.821559
evangelisch-lutherische Kirche;48.000652;7.858593
Engel mit Kranz;48.001366;7.858644
Fountain ;47.965773;7.855637
Glashaus;47.999345;7.79216
Metal Duck ;48.037979;7.812036
Storchennest mit Lüfter;48.014819;7.780588
Gedenkstein WW2 über Herdern;48.010093;7.873154
Parallel Stone Lines ;48.04116;7.871651
Wegweiser Jägermattenweg II;47.980965;7.85916
Fontäne;47.989741;7.904914
Heinz Ritter- Halle;48.06187;7.842762
Waldgeist;47.97116;7.913204
MC Black Rider Vereinsheim;48.081465;7.944825
Energiesäule;47.994377;7.811359
Brunnen;47.997244;7.847833
Kletterpark Waldkirch;48.088687;7.958693
Mother and Son;48.01316;7.812516
Drachennest;47.981165;7.85474
Schmitz Katze;47.992289;7.832367
Jesus und Maria;48.104564;7.972679
Gedenkkreuz Bruggastraße;47.985645;7.906257
Long Slide;47.995424;7.811809
Kornkreis;47.990767;7.848453
Quercus robur Stieleiche;47.968875;7.854033
Gebeugter Mann;48.000876;7.833058
Hotdog;48.000853;7.813744
Erbaut 1900;47.990344;7.850153
Hegar Haus;47.991645;7.844335
Alban Stolz;47.995152;7.8543
Rundes Wohnhaus;47.994384;7.835286
Futschikato;47.995387;7.844636
Mosaikschlange;48.097072;7.974736
Sträflingskugel;48.000668;7.793864
Brunnen Wilhelm Ecke Moltke;47.993217;7.84284
Post Jahn 2;47.989416;7.890127
Scuba Diver;47.995187;7.840964
Schwarzwaldmädel;47.989548;7.847529
House of Dwarfs;47.980805;7.833876
Die Hand;48.004853;7.823208
Haus Zur Heiligen Barbara;47.983685;7.894521
Passion;48.02429;7.81589
Wand Relief Aok;47.998946;7.847563
Pavillon;47.995957;7.783479
Abdruck;48.012116;7.813499
Riesen Rettungsring;48.007403;7.838655
Morlock Luftschacht;47.999812;7.856675
Fels im Stadtgarten;47.997988;7.856749
Hänsel Und Gretel;47.998236;7.783691
Vörstetten Löwen;48.065186;7.849418
Wein Und Geschichte;47.973859;7.793146
Grünspecht;48.04013;7.817344
Breisacher Tor;47.992341;7.848052
Eisen Engler;47.982249;7.801343
Steindrache;47.997615;7.79691
Warnwolkensäule Staudinger Süd;47.990763;7.823909
Mach Es Wie Die Sonnenuhr...;47.980129;7.78982
Zunfthaus der Narren;47.996547;7.848488
Weingut Bernhard Schätzle;48.015954;7.801818
Steinschnecke im Seepark;48.011414;7.81891
Neuapostolische Kirche;47.994366;7.812835
Kinder und Jugendtreff Haslach;47.990611;7.823685
Rotteck;47.995047;7.84642
TC Freiburg;47.989532;7.883618
Ritter zur Kastelburg;48.097693;7.954265
Herzstück;48.011638;7.807035
Stoned Water Source;47.982622;7.857594
Brunnen Städtepartnerschaft;48.093997;7.957876
Bewachsener Mühlstein;48.070163;7.8725
Eisstadion;48.009025;7.826883
Frauenskulptur: Dreifach ist der Schritt der Zeit (Schiller);47.997318;7.857049
Badenova Hase;47.986351;7.802762
Two Camels;48.008609;7.781614
Graffiti am Westbad;48.010885;7.823458
Gedenkstein TV St. Georgen;47.972109;7.810069
Weinkreuz;47.974508;7.796095
60. Geburtstag;48.066468;7.881649
Freiburg Golden Statue;47.995559;7.85173
Blaue Giraffe;48.013952;7.825402
Bordello Kulturgut;48.030826;7.843153
Goldener Stiefel ;47.990814;7.818478
Badenova Springbrunnen;48.028249;7.846025
Evangelische Pfarrgemeinde Ost;47.989391;7.874512
Aliensäule;47.985087;7.852776
Nordtribüne Freiburg;47.989366;7.893636
Lautloser Jäger Der Nacht;47.988657;7.851117
Cubes Sculpture;47.981443;7.893425
Jupiter;47.990154;7.89273
Playground Günterstal;47.968131;7.853047
Engelstrasse;47.996473;7.852825
Gedenkstein Haslach Scherrer Platz;47.990606;7.819985
Gedenkkreuz des Friedens;48.012486;7.81645
Hernsteiner & Gyrsie ;47.993441;7.852666
Doppelherz;47.973631;7.820224
Freiburg: Sculpture at Schlossberg Parking;47.994098;7.855688
Bienenhaus;48.010048;7.782252
Hölzerner Hexenreiter;48.010692;7.779287
Kleiner Brunnen;48.000599;7.857519
Stahlkunstwerk Jägerhäusle;48.008741;7.871807
Stairway to Heaven;48.00145;7.791667
Wegweiser Trimmdichpfad;47.980426;7.855463
Pinguine;48.071114;7.891603
2000 Meter;47.981702;7.857034
Kreuz;47.995207;7.809693
Storchenturm Denzlingen;48.06926;7.87576
Häringerkreuz ;48.098439;7.980998
Fr-Wiehre Neuapostolische Kirche;47.986161;7.86367
Kreuz;47.992695;7.850593
Himbeersäule;47.995144;7.812606
Badenova-Graffiti;48.024177;7.85514
Pizzeria DAL BLU;47.992689;7.788979
Halfpipe;48.032275;7.803769
Schneckenreiterbrunnen;47.997237;7.846585
Albertus Burse;47.999006;7.840147
Good Old Machine;48.039859;7.809004
FT Denkmal;47.988777;7.884972
Stolpersteine Familie Veit;47.993666;7.848592
Erdrutsche;47.996812;7.793336
Rocket;47.990851;7.837593
Holzkopf;47.972901;7.843058
Red Metal Art;47.992107;7.857966
Sitzender Mann;47.995321;7.853949
Brückenkopf;47.996997;7.838719
Badenovahäuschen 2;47.987811;7.827452
French Army Decoration;48.013169;7.833167
Technische Fakultät Geb. 52;48.014136;7.833949
Dead Forest ;48.010934;7.854811
Institut für Psychologie;47.997178;7.833666
Holzstiere;47.991229;7.893602
Neuapostolische Kirche;48.066167;7.901543
Die große Holzeule;47.997706;7.777518
Wegkreuz Wildtal;48.03048;7.867669
Redwood ;47.967459;7.837617
Wigwam;47.976128;7.817982
Eiger Nord Kletterhalle;48.028144;7.854534
Chang Thai;47.994006;7.851396
Die Grille;47.99874;7.83029
Spielplatz;47.992395;7.805106
Kinder Galaxy;47.982595;7.810257
Brunnen Merianstrasse;47.99748;7.849569
Stählerner Albatross;48.001341;7.823366
Mrzh. Dorfmitte Fontana;47.965552;7.827419
Eselreiterin;48.010827;7.826015
Museum für Neue Kunst;47.992497;7.852349
Festung Schloßberg;47.993336;7.856167
Copy Cat;47.980684;7.89672
Kastaniengarten;47.992819;7.855681
Gedenkstein Talstraße;47.988918;7.852383
Forsthaus Seepark;48.009972;7.81673
Terrassenbrunnen Mundenhof;48.015228;7.777428
Kreuz Dietenbachsee;48.000243;7.801922
Cemetary South Gate;48.005686;7.843191
Freiburg Flower Fountain;48.000562;7.846078
Kindergarten St. Blasius;48.022082;7.86222
Hobbithaus;48.011858;7.82092
Upside Down Bear;47.978545;7.830251
Festung Freiburger Schlossberg;47.993681;7.8622
Weingarten Markt;47.994225;7.810125
Weinfass;48.068695;7.876299
Pagode am Mundenhof;48.011028;7.779911
Brunnen Mauracher Berg;48.070465;7.887567
Leo Bloch - Kurt & Carla Lindemann Stolpersteine;47.997049;7.834516
Bäckerei Bühler;47.986898;7.850582
Weisser Kopf Stadtgarten;47.998481;7.857003
Gästeeingang;47.988138;7.893205
Conni Statue;47.983522;7.797318
Noch Ein Kreuz;47.973997;7.794038
Denkmal 1. Weltkrieg ;48.103374;7.972191
Stoned Lambda;47.999018;7.838406
Sonnenuhr;47.97872;7.81101
Waldbrunnen ;47.971219;7.84
Man With Arm;47.979171;7.827973
Old Church Remnants ;48.002345;7.858512
Säule der Toleranz, Freiburg;47.993614;7.852116
Freiburg · Colombischlössle ¦ ;47.997749;7.846241
C.A.Hoffmann;47.992895;7.861819
3 Säulen;47.980258;7.888919
Street Octopus;47.993002;7.846544
Amöbe;47.976549;7.825817
Fuchs Eichhörnchen und Wildschwein;48.019236;7.816811
1400;48.01166;7.818276
Drei Sitzende Aus Stein;47.981536;7.903324
Icecream Mariotti;47.989252;7.843076
Kirche Light;48.013136;7.821221
Eulenskulptur im Stadtgarten;47.997588;7.857315
Fraxinus Exelsior;47.969988;7.839202
Elementarstein der Wiehre;47.9846;7.849126
Tabak Graffiti ;47.993829;7.840982
JE SUIS CHARLIE Freiburg;47.991069;7.855467
Grafitti-Wall;48.014966;7.816588
Insektenhotel;48.048474;7.877708
Taubenschlag im Seepark;48.012792;7.816642
Steckdosenmann;47.990612;7.845593
Freiburg Knights Ballpark - Homeplate;48.002337;7.807678
1000-Jahr-Feier Brunnen;48.069736;7.886868
Uhrentor;47.974571;7.827127
Schlossberg Historischer Rundgang;47.995391;7.863239
Botanischer Garten;48.008877;7.855532
Alter Brunnen in Freiburg;47.997836;7.843024
Heiliger Nepomuk am Marktplatz Waldkirch;48.092955;7.962452
Wurm Park;48.006683;7.837325
Omega Electronic;47.9982;7.835794
Kugel Am Klinik Casino;48.006799;7.834282
Ziegelhofbrunnen;48.089656;7.961556
Die 3 Fässer;47.977991;7.791263
White Lions;48.011305;7.81123
Erkerkunst;47.995065;7.852724
Brezellöwen Freiburg;47.995078;7.842408
Elztalmuseum Waldkirch;48.09091;7.962491
Cork Screw;47.993175;7.84586
Frauenwerk;47.994708;7.856073
Aztec;47.995401;7.848581
Gedenkstätte;47.988462;7.904503
Herz-Jesu-Kirche;47.996897;7.837463
Freiburg: The Red Tower;47.994155;7.859298
Eulenbrunnen;48.002309;7.854294
Kaltenbach Kreuz;48.006457;7.841885
Messer und Gabel;48.009916;7.843858
Rau-Brunnen Kartoffelmarkt Freiburg;47.9968;7.851028
Bushaltestelle Siegesdenkmal ;47.997955;7.8525
Nicht Die Nachtigall;48.00961;7.811496
Wiehre Ritter;47.981666;7.848055
Woher kommt das Trinkwasser ;47.982366;7.905754
Kanaldeckel;47.993961;7.847281
Kastelburg Ruine Waldkirch;48.097226;7.957559
Gymnasium Tortur Platz;48.014176;7.823942
Berlinische Feuer-Versicherungs-Anstalt;47.999043;7.846873
Baumaschine aus dem Mittelalter;47.994257;7.852907
Ave Maria ;48.009468;7.846388
Rutschenturm;48.002576;7.844275
Braunkohlewaldschautafel;47.973652;7.849002
Annaplatz Brunnen ;47.98539;7.846117
Freiburger Mundenhof - Spendenaffe;48.015463;7.779123
Bertoldsbrunnen;47.994865;7.849817
Brunnen;47.990522;7.84996
Stolpersteine Neumark Und Meyer;47.991679;7.852201
Leuchtballon Am Hauptbahnhof;47.995658;7.838984
Die Welle;48.001083;7.832787
Alter Güterbahnhof;48.010754;7.848447
R2D2;47.995715;7.843792
Mosaik Muschel;48.009526;7.828959
Mondo;47.985408;7.838543
Den Fliegeropfern des Krieges;48.009047;7.843324
Volleyball-Platz am Wald3eck;47.995729;7.786461
Brunnen vor der Volksbank;48.067934;7.886754
Bierhäusle;48.01516;7.802505
Bursengang;47.995623;7.84914
L.Jahn;47.989185;7.888986
Mutter&Kind Relief;47.993965;7.829452
Holzklänge ;48.087599;7.957003
Advent Kapelle;47.985318;7.849626
Salamanderstein;47.986944;7.865463
Skulptur An Der Katholischen Hochschule;48.003889;7.856966
Das Krokodil;47.99309;7.85295
Insektenhotel an Der Dreisam;47.990757;7.891812
Happy House ;47.978594;7.803537
E - Werk;47.99414;7.833312
Respektlose Vögel :-);47.990778;7.854396
Rusty Cube in Freiburg;48.010833;7.848055
Steinstatue Frau;48.070915;7.899578
Steinstatue Wäscheklammer;48.070296;7.899122
Kraut und Rüben im Eschholzpark;47.998619;7.828737
Skulptur am Dorfbrunnen;47.991533;7.815795
Sonnenuhr Alles Braucht Zeit;47.998684;7.858284
Kreuz;48.022304;7.801538
Finkenschlag;47.990684;7.813867
900 Years Ebnet ;47.987026;7.897496
Aphrodite;47.993998;7.849224
Jägerbrunnen;47.970978;7.851869
Kirche Herdern ;48.006946;7.863863
Panorama;48.013889;7.81427
3 Etagen Brunnen;48.06793;7.893415
Pyramide Uniklinikum;48.006848;7.837195
Gedenkbrunnen Heitereweg;48.095611;7.955319
Welcome;47.993094;7.848005
Betzenhauser Torplatz;48.01092;7.811745
Purpur Tentakel;48.009001;7.814685
Kinderbrunnen;48.006173;7.840357
Alter Zuckerhut;47.994817;7.855315
Mülhauser Stüble;48.012029;7.827192
Umgedrehtes Ei ;48.01545;7.777648
Kunst Am Bach;47.992711;7.8401
Dschungel;47.981069;7.895431
Lehen Mosaik;48.013037;7.821698
Urknall;48.001564;7.850817
Riesenlöwe;48.038968;7.863461
Snakehead;48.001436;7.832521
Colombipark;47.997615;7.846739
Ritter Hermann von Sulz ;48.09703;7.956299
Südwestlicher Brunnen;48.009459;7.838625
Italienische Brunnen;48.010623;7.811255
Vörstetten - Kirche am Friedhof;48.064455;7.849304
Carlo Schmid;48.010337;7.827699
Dark Fortress;47.995678;7.860635
Geoinstitut;48.002301;7.847976
BD Crew;48.01076;7.821369
Facade Sculptures;47.995251;7.853251
Alte Presse;47.982548;7.803958
Kriegsdenkmal;48.064636;7.849771
Sackträgerbrunnen;48.064973;7.890519
Kanonikatshaus Waldkirch;48.092053;7.963812
Mensa Rempartstraße Mural;47.992512;7.846348
Sängerruhe;47.969263;7.803072
Maria voller Tränen;48.002399;7.860233
Herdern Dorfbrunnen;48.007075;7.86356
Hydrantman;48.0421;7.868031
Kirchenglocken von 1921;48.00594;7.833276
Blaue Skulptur;47.992169;7.841201
Heiliger Josef Schutzpatron des Kolping;47.998809;7.855048
Wappen Stadt Wien;48.007945;7.855189
Walddenkmal am Wolfswinkel;48.022338;7.823282
Wisteria Wasserburg;48.009054;7.820512
Freiburg: Tree Sculpture;47.993119;7.857073
Die Hoffnung Ist Blau;47.980793;7.889535
Evangelische Kirche Der Uniklinik Freiburg;48.007296;7.839031
Prisons Head ;48.002864;7.85163
Waldeck Rondell;47.980753;7.849551
Siedlergemeinschaft;48.013757;7.817593
Mitscherlich Kapelle ;48.008544;7.844708
Giraffen;47.987432;7.844474
Fountain Fish;48.009476;7.858605
Vogelhaus am Stadtrainsee;48.088766;7.957476
Freiburg Basler Hof;47.996538;7.851769
Kinderstatuen;48.006058;7.840085
Reblauszunft Statue;47.978592;7.811319
Carl Mez Gedenktafel;47.996773;7.853938
Hexenpilz;47.971329;7.84226
Café Corosol;47.994467;7.834586
Verschmutzung verboten;48.011784;7.854538
Secret Opal-Cubes;48.001058;7.844837
Gedenksteine;47.997563;7.844755
Springbrunnen mit Reiher;48.005877;7.838562
Stolpersteine Jakob und Jette Model;47.986066;7.845432
Fürstenberg Graffiti;48.068642;7.88221
Kleiner Fluß mit Enten und Fischfliesen ;48.007487;7.856493
Dipylon im botanischen Garten;48.00937;7.857351
Noch mehr Graffiti;47.976537;7.81239
T-Rex;48.064834;7.891418
verarmter Kunde vor der Commerzbank;47.992951;7.848859
Hirschen Brauerei;48.088967;7.959268
Schneggi;48.024332;7.803915
Jaguar Etxea Estatua;47.9881;7.78841
Droste Hülshoff Gymnasium;48.010528;7.861613
Brunnen Franz-Geiler-Platz;47.999818;7.834771
Stolperstein A. W. Algner;48.014714;7.803566
Schlussstein vom Tor der Freiburger Munze;47.994437;7.854202
Steinschildkröte;47.999154;7.854442
Wieviel Wasser Braucht Der Mensch;47.984062;7.902077
Compass Rose Mosaic ;47.997532;7.847761
Lovely Fountain ;47.990895;7.845747
Pferd In Garage;48.093911;7.968671
Wandbild mit Kirche;47.993826;7.853583
UFO im Kornfeld;48.008114;7.777971
Brunnen in der Lange Strasse;48.095997;7.963082
Stolpersteine Rosenthal;47.995837;7.849748
Pinus Silvestris;47.97033;7.839774
Brunnen Friedrich-Ebert-Platz;48.003278;7.841555
Balcony Puppets Jugendzentrum;47.994595;7.833642
Steingarten der Geologie;48.00243;7.847189
Schülerkunst;47.990193;7.873021
Pharmaforte;48.001577;7.84648
Oberlinden 1;47.99398;7.853796
Waage;47.99959;7.838374
Wasserspeier;47.993248;7.850352
Cross with Benches;47.968141;7.909961
Geist Schafft Leben;48.002708;7.85316
Zum Grünen Baum;48.068087;7.881913
Karlsbau Springrunnen;47.997326;7.855327
Münster;47.995719;7.852921
Keep Reading Mosaik;47.99521;7.846992
West Stadion Portal;48.005906;7.82547
Platz der alten Synagoge;47.994506;7.84605
Mühlstein;48.008897;7.805712
Forest Temple;47.996972;7.870494
Affe und Eule - Brunnen;47.983619;7.829663
The Red X;47.993377;7.838783
Stonehead;47.985727;7.815339
Mosaik Kunst;47.99679;7.845861
Brunnen Egon Ecke Antoniter ;48.000582;7.835768
Unser Wald;47.97087;7.837378
Löwe aus Stein;47.987587;7.801211
Balkongesichter;47.997485;7.794634
Man In Stone;48.013451;7.846344
BSZ Waldkirch;48.093176;7.952247
Emil-Gött-Schule;48.021748;7.859499
Spüren Im WALD ;48.087607;7.957541
Stieleiche (Naturdenkmal);48.04447;7.863889
Ebneter Bücherhaus 2014;47.987842;7.905547
Löwen;47.97697;7.911575
Lederleplatz;47.999447;7.83881
Historic Locomotive;47.987432;7.832
Weiherhof Schule;48.004923;7.861059
Christuskirche;47.987081;7.8494
Sonnenuhr;48.012267;7.817572
Lutherkirche ;48.003582;7.840954
Gravekeeper;48.006586;7.843881
Towers;47.996466;7.840191
Aeskulap;48.00324;7.838554
Ebnet SVE;47.984172;7.904719
Tell Backport;47.998154;7.836761
Ooomnomnooomm!;48.004009;7.7927
Hangman;47.981548;7.900206
O & X;48.012052;7.822531
Regierungspräsidiums-Bogen;48.002475;7.823902
Evangelische Kreuzkirche;47.997769;7.830667
Snoopy Wappen Freiburg;48.004161;7.829375
alter Brunnen;48.023891;7.863368
Bloch Stolpersteine;47.9939;7.843667
Solar Energy Educational Working Station;47.999342;7.845794
Pfffff!;48.01074;7.806564
Brunnen Zähringer Tor;48.012467;7.854163
Stoned River ;48.000245;7.827484
Little Stonehenge;47.999254;7.785243
Bahnhof Kollnau;48.101153;7.973886
Mary's Statue ;48.000655;7.855058
Adolf und Babette Heim ;47.99416;7.882081
Maria Skulptur am Schwarzenberg;48.08826;7.962026
Schnecke;48.069838;7.896612
It's a Jungle out There Mural ;48.004537;7.859547
Skatepark;48.097566;7.960696
